name	full_name	id	description	language	size	watchers	forks	stargazers_count
Yogurt3D	yogurt3d/Yogurt3D	2675755	Flash Game Engine that utilizes the power of Stage3D, the new hardware acceleration for Flash Player 11	ActionScript	8625	33	7	33
j2objc-sample-reversi	tomball/j2objc-sample-reversi	18279466	A sample showing how to use a Reversi game engine in an iOS app using J2ObjC.	Java	102	33	11	33
AnvilClient	AnvilOnline/AnvilClient	44775425	The main C++ module to take control and expand the running game engine.	null	85858	33	7	33
StarJewel	Elanz/StarJewel	7294424	Match-3 RPG style iOS game engine	Objective-C	4671	32	17	32
YABEE	09th/YABEE	14464304	Export models from the Blender to Panda3D game engine	Python	6287	32	9	32
FabulaEngine	macbury/FabulaEngine	13380669	Simple 3d rpg game engine with world editor for android	Java	59392	32	14	32
blackjack	ChrisZieba/blackjack	32962531	A small game engine for casino blackjack and a library for calculating hand probabilities.	JavaScript	204	32	12	32
chunk-map	marcus-robinson/chunk-map	49310279	JavaScript implementation of a procedurally generated, chunked 2D tilemap using the Phaser game engine.	JavaScript	315	32	1	32
tetragon	NothingInteractive/tetragon	7440730	Tetragon is an Open Source cross-platform game engine used to develop games and applications for the web, desktop and mobile devices. It is written purely in ActionScript 3 and comfortably allows to write source code once and deploy builds to several different target platforms. Unlike most other Flash-based game engines and frameworks that allow you to develop a specific type of game or that provide a subset API to support game development, Tetragon provides a complete foundation with that any type of game can be developed, incl. resource management, debugging facilities, multi-locale support, layered extendability, a game-oriented data structure, and a lot more.	ActionScript	166687	32	9	32
orx	orx/orx	39714458	ORX: Portable Game Engine	C	52610	31	8	31
Sigma	adam4813/Sigma	11834309	Sigma game engine for creating games on multiple platforms.	C++	78953	31	24	31
c2d-engine	lycying/c2d-engine	17081871	Android/HTML5/desktop game engine base on libgdx	Java	5260	31	14	31
PGE	222464/PGE	57993134	PGE: Parallel Game Engine	C++	48598	31	4	31
sioncore	saltares/sioncore	17608008	Small game engine built on top of Libgdx and Ashley	Java	13596	31	8	31
coffee2d	LanJian/coffee2d	5406911	A HTML5 2D game engine written in CoffeeScript	CoffeeScript	881	31	2	31
moirai	frostney/moirai	31283069	:black_joker: React.js game engine. Exciting, experimental and unstable	JavaScript	112	31	2	31
small3d	coding3d/small3d	25390728	A small, no fuss, cross-platform 3D game engine (C++, OpenGL, SDL) - runs on Win/Macos/Linux	C++	8521	31	4	31
minisphere	fatcerberus/minisphere	29823614	A fast, lightweight implementation of the Sphere game engine, written from the ground up in C using Allegro for graphics and sound, Duktape for JavaScript, and dyad.c for networking.	C	99023	31	7	31
coeus	titan-studio/coeus	22328284	Pure LuaJIT game engine with a focus on fast development and high quality games	C	6299	31	0	31
fightly-game-engine	adngdb/fightly-game-engine	1341305	Fightly Web Game Engine - Strategic, turn-based game engine for the Open Web	JavaScript	14405	30	5	30
bluegin	safetydank/bluegin	1224881	Android game engine	C++	2830	30	3	30
bgui	Moguri/bgui	12258899	Python GUI library for the Blender Game Engine	Python	2472	30	11	30
FXGameEngine	eppleton/FXGameEngine	7977170	A Game Engine based on the JavaFX Canvas API	Java	3980	30	10	30
isodrive	indutny/isodrive	6928341	Isometric game engine	JavaScript	294	30	0	30
voxel-party	aaasen/voxel-party	6908899	A voxel based MVC game engine for SCIENCE!	Java	33195	30	4	30
passion	kikito/passion	622364	An object-oriented LÖVE game engine	Lua	702	30	1	30
AnimatorAccess	kayy/AnimatorAccess	19741776	Code generator utility for Unity game engine. Creates a class for convenient access Animator states and parameters	C#	2438	30	8	30
HTML5-Keen	JoeAnzalone/HTML5-Keen	6749828	The original Commander Keen game "Marooned on Mars" ported to HTML5! (With the help of the melonJS game engine)	JavaScript	6891	30	8	30
npos3d	AdmiralPotato/npos3d	3008485	Vector 3D game engine written in Javascript and HTML5's 2D Canvas context 	HTML	18820	30	4	30
Gibbo2D	Whitebeard86/Gibbo2D	14923910	All In One 2D Game Engine	C#	74799	29	9	29
engine	rools/engine	12528048	Entity-component-system based 3D game engine	C++	212	29	13	29
mini3d	mini3d/mini3d	561303	Minimalistic, cross platform, open source 3d game engine framework	C	961	29	5	29
min	Aaron-SP/min	32068747	Repository for the Min() Game Engine	C	25076	29	1	29
Grail	Droggelbecher/Grail	644461	2D Point-and-click adventure game engine based on SDL	C++	6758	29	4	29
hxdefold	hxdefold/hxdefold	60483806	Haxe/Lua externs for Defold game engine	Haxe	364	29	2	29
pyvida	dodgyville/pyvida	1019194	cross platform point and click adventure game engine	Python	8803	29	1	29
simplecs	s-k/simplecs	9839406	Simplecs is a Component-Entity-System game engine used to write games in a modular fashion.	Clojure	152	29	2	29
Bohge_Engine	bohge/Bohge_Engine	15937503	Game engine for cross-platform	C	108633	28	24	28
AGE	po8rewq/AGE	4565651	Another Game Engine	Haxe	2259	28	3	28
Nephilim	GrimshawA/Nephilim	9041594	C++ Game Engine	C++	14122	28	4	28
grease	caseman/grease	1512072	The highly extensible game engine framework for Python	Python	1557	28	6	28
canvace.js	canvace/canvace.js	7522106	canvace.js is the JavaScript game engine of the Canvace Platform.	JavaScript	1624	28	4	28
MalletEngine	rforshaw/MalletEngine	10629548	A powerful entity-component game-engine and editor, based on a modular design. Available on Linux, Windows, Mac, Android, and iOS.	HTML	32902	28	2	28
opensludge	opensludge/opensludge	18857176	SLUDGE Adventure Game Engine	C++	12659	27	9	27
Rosewood	vonkow/Rosewood	323006	2d Javascript gaming engine	JavaScript	2445	27	4	27
feedback	FeedBackDevs/feedback	15641649	FeedBack - Music & Rhythm Game Engine	D	3231	27	2	27
triplea	triplea-game/triplea	39766308	TripleA is a turn based strategy game and board game engine, similar to Axis & Allies or Risk.	Java	718055	27	20	27
unecht	Extrawurst/unecht	30955821	Game Engine Framework for the D programming language	D	20073	27	3	27
Overdrive	grandmaster789/Overdrive	18010980	Game engine, using C++11, Boost and openGL 4 technology	C++	4227	27	4	27
LoveAStar	mkosler/LoveAStar	3175565	A* search, written in Lua, for use in the LOVE 2D game engine	Lua	152	27	5	27
add_primitives	TheHX/add_primitives	31269211	A plugin for the Godot Game Engine, capable of generating simple meshes for your game	GDScript	529	27	3	27
SmallGameEngine	eXpl0it3r/SmallGameEngine	5051337	A small game engine or better said a state machine.	C++	197	26	8	26
lionengine	b3dgs/lionengine	11656984	Java 2D Game Engine	Java	64509	26	6	26
castle-engine	castle-engine/castle-engine	30114388	Castle Game Engine code and examples	Pascal	256456	26	4	26
gin	huandu/gin	1298362	gin - a simple & efficient HTML5 game engine	JavaScript	162	26	2	26
Cocos2D-X	blackberry/Cocos2D-X	2567466	cocos2d-x is an open-source, C++ based, mobile 2D game engine.	C++	32542	26	5	26
dungeoncrawler	steventroughtonsmith/dungeoncrawler	6378002	Simple Obj-C 2D top-down game engine (Pokemon-style)	Objective-C	387	26	2	26
Ryno-Engine	Ceffa/Ryno-Engine	45530828	C++ Game Engine	C	512443	25	5	25
GodotSteam	Mavhod/GodotSteam	46160848	Steam api for Godot game engine	Python	66	25	10	25
hearthshroud	thomaseding/hearthshroud	32491390	Hearthstone game engine library	Haskell	490	25	3	25
StormEngine2	motorsep/StormEngine2	56392990	Storm Engine 2 (modified RBDoom 3 BFG game engine)	C++	19495	25	9	25
bowser-engine	bowserjs/bowser-engine	8843356	A WebGL game engine based on three.js.	JavaScript	908	25	2	25
dojo	Tomcc/dojo	21649308	A simple, portable and somewhat powerful C++ game engine	C++	14044	25	3	25
phaser-shim	amowu/phaser-shim	46268520	A shim to make Phaser HTML5 game engine from NPM work with Webpack, and build properly.	JavaScript	7	25	2	25
sodium-2d-game-engine	the-real-blackh/sodium-2d-game-engine	14384452	A cross-platform Haskell/Sodium/OpenGL game engine	Haskell	1364	24	3	24
playcraftengine	martinwells/playcraftengine	5238776	An HTML5 game engine	JavaScript	72008	24	8	24
2d-engine	atraczyk/2d-engine	31786350	2D Game Engine C++ OpenGL	C++	7857	24	6	24
jacos2d-x	nguyenduong/jacos2d-x	8474450	Jacos2d-x Cross platform game engine	C++	79087	24	12	24
seal2d	tangyiyang/seal2d	51525887	A 2D game engine based on OpenGL, developed with Lua and C.	C	26682	24	10	24
pyGrid	GordonZed/pyGrid	9044527	Grid based Game Engine for Python+Pygame	Python	54	24	4	24
seal2d	tangyiyang/seal2d	51525887	A 2D game engine based on OpenGL, developed with Lua and C.	C	26682	24	10	24
ignifuga	gabomdq/ignifuga	7673412	Ignifuga Game Engine	C++	40213	24	1	24
flaxen	scriptorum/flaxen	15014478	Haxe game engine with entity component system	Haxe	2285	24	2	24
Atlas.js	steelydylan/Atlas.js	9538259	simple game engine worked on canvas elements	JavaScript	7754	24	1	24
voxelman	MrSmith33/voxelman	21798503	Plugin-based client-server voxel game engine written in D language	D	1176	24	1	24
VixenEngine	MattGuerrette/VixenEngine	36013505	Open Source C++ Game Engine	HTML	110462	23	7	23
Engine	Shervanator/Engine	18516055	A basic cross-platform 3D game engine	C	6516	23	10	23
flickgame	increpare/flickgame	34676954	tiny game engine	HTML	359	23	2	23
blender	UPBGE/blender	46817566	Uchronia Project Blender Game Engine fork of Blender Game Engine	C	314836	23	4	23
until-it-dies	zkat/until-it-dies	203321	A batteries-included game engine.	Common Lisp	1238	23	2	23
mario-game	arjanfrans/mario-game	22395360	:mushroom: Super Mario Bros 16-bit version clone. Written in Java and using the LibGdx game engine.	null	14009	23	18	23
Begame	pepijndevos/Begame	1595414	A Clojure 2D game engine	Clojure	137	23	1	23
gunship-rs	excaliburHisSheath/gunship-rs	33084181	An experimental game engine written in Rust.	C	1307	23	2	23
silverscreen	mminer/silverscreen	932472	Editor tools for creating cinematics using the Unity game engine.	C#	239	23	2	23
NFrame	ketoo/NFrame	43937157	A fast, scalable, distributed game server framework for C++, include actor library, network library,can be used as a  real time multiplayer game engine ( MMO RPG ) .	C#	6370	23	13	23
love-repl	ioddly/love-repl	7460565	Magic-free in-game REPL for the Love game engine 	Lua	484	23	0	23
GBA-Pokemon-Engine	Jambo51/GBA-Pokemon-Engine	20704094	Source code for my Open Source GBA Pokémon Game Engine	Assembly	38413	23	1	23
LeopotamGroupLibraryUnity	Leopotam/LeopotamGroupLibraryUnity	51642989	Tools library for unity3d game engine. Analytics, animator graph helpers, serialization (json), localization, event routing (eventbus), embedded scripting, mobile gui, tweening, in-memory protection and other helpers (pure C#)	C#	1700	23	4	23
FWGL	ziocroc/FWGL	23492254	Haskell game engine	Haskell	10066	22	2	22
quick	dgsprb/quick	33334922	open multi-platform game engine	JavaScript	680	22	8	22
squarepig	aeonofdiscord/squarepig	2803537	A simple HTML5 game engine	JavaScript	231	22	6	22
ImpactJS-Plugins	dpweberza/ImpactJS-Plugins	5202372	A collection of plugins for the ImpactJS game engine.	JavaScript	291	22	9	22
derp	svenstaro/derp	3889298	The derp game engine in D	D	6367	22	0	22
scorm4unity	adlnet-archive/scorm4unity	3408143	The Unity-SCORM Integration Toolkit is a demonstration of how content developers can use a game engine to create SCORM-Conformant content.	C#	3139	22	14	22
S2DEC	S2DGames/S2DEC	32354998	A 2D physics based entity component game engine	C++	36201	22	1	22
jellyfish	nebogeo/jellyfish	16173857	Native game engine for Raspberry Pi/Android/OUYA and Linux with livecoding features	C	7276	22	1	22
motion-toolkit	dtecta/motion-toolkit	32205092	The Motion Toolkit is a collection of C++ class templates providing basic types for applications involving 3D geometry, kinematics and dynamics of systems composed of rigid bodies. The toolkit contains sample code for "Game Engine Gems 3" - Chapter 10. "Rotational Joint Limits in Quaternion Space".	C++	504	22	3	22
rgkit	RobotGame/rgkit	25054081	Game engine for Robot Game	Python	1259	21	16	21
j2Ds	SkanerSoft/j2Ds	40759165	J2ds - is HTML5 Game Engine (All platforms)	JavaScript	956	21	10	21
pymo	pymo/pymo	11822712	pymo, an AVG game engine for mobile devices	Python	266143	21	7	21
piston_window	PistonDevelopers/piston_window	33863322	The official Piston convenience window wrapper for the Piston game engine	Rust	726	21	20	21
BlendELF	jesterKing/BlendELF	747575	BlendELF is a 3d game engine for rapid prototyping and game & virtual reality creation.	C++	1652	21	14	21
wyngine	laxa88/wyngine	43191589	Barebones 2D game engine for Kha	Haxe	319	21	3	21
2016-Bomberman	EntelectChallenge/2016-Bomberman	55339065	This single repository includes the game engine, test harness and sample bots for the 2016 Entelect Challenge.	C#	1711	21	22	21
voxel-engine-stackgl	voxel/voxel-engine-stackgl	33793081	3D HTML5 voxel game engine using stackgl	JavaScript	1123	21	3	21
computer-game	danijar/computer-game	6746084	Data-oriented voxel game engine	C++	29358	21	1	21
Kala	melon-not-found/Kala	54875143	Kala is a component based 2D game engine powered by Kha.	Haxe	725	21	2	21
ofxGame	patriciogonzalezvivo/ofxGame	1987830	Group of handy classes for making Interactive 2D Games. With time and work it could be a decent game engine	C++	222	21	8	21
kick	mortennobel/kick	19434888	Simple game engine for C++ 11 / OpenGL 3.x +	C++	16400	21	1	21
fungen	haskell-game/fungen	24994497	A lightweight, cross-platform, OpenGL/GLUT-based 2D game engine in Haskell	Haskell	1909	21	2	21
meta2d	tenjou/meta2d	20757321	Meta is free and fast open source HTML5 game engine for making cross platform games, supports Canvas and WebGL rendering and Dopple for native compilation.	JavaScript	3111	21	4	21
dwarrowdelf	tomba/dwarrowdelf	2328281	Dwarrowdelf is a work-in-progress Nethack/Dwarf Fortress style game (and game engine)	C#	55775	21	1	21
conquest-engine	theaigames/conquest-engine	16608246	The Conquest game engine	Java	326	20	14	20
BeyondEngine	BeyondEngine/BeyondEngine	28270940	A cross platform game engine 	C++	186512	20	11	20
Basic_Game_Engine	SergiuCraitoiu1/Basic_Game_Engine	32274498	Basic Game Engine	C	312	20	1	20
jomohojs	jomoho/jomohojs	1584006	HTML5 Javascript Game Engine	JavaScript	407	20	5	20
html5-isometric-game-tile-engine	mopics/html5-isometric-game-tile-engine	2542228	A html5/javascript isometric game engine	JavaScript	1065	20	7	20
Komponent2D	Marc010/Komponent2D	20603460	a component based game engine	Haxe	932	20	2	20
java_games	kennycason/java_games	7345160	Java 2D Game Engine - Building Zelda to test it (Also includes a MineSweeper Demo)	Java	14041	20	13	20
flat2d	synthecypher/flat2d	7759788	a 2D Game Engine that uses Nape, Starling, and Signals	ActionScript	16226	20	4	20
Jixel	JoshGalvin/Jixel	1335379	Jixel is a HTML5 JavaScript game engine which draws from Flixel for inspiration. 	JavaScript	9805	20	1	20
Brute-Force-Game-Engine	wITTus/Brute-Force-Game-Engine	2672287	Open Source 3D Game Engine Written in C++	C++	14124	19	10	19
D5Power	D5Power/D5Power	12797733	Game Engine based on AS3.	ActionScript	1211	19	19	19
jfbuild	jonof/jfbuild	1178839	Port of the Build game engine	C	3743	19	5	19
JiGS-PHP-RPG-engine	EMC23/JiGS-PHP-RPG-engine	4003055	The most advanced and complete Open Source Php Online RPG and Trading Game Engine	JavaScript	134143	19	14	19
CommandoJS	commandojs/CommandoJS	5453915	C64 Commando remake in HTML5, implemented with CoffeeScript and MelonJS game engine	JavaScript	5395	19	12	19
SuperPlay	cdoty/SuperPlay	17879790	Super Play - SNES inspired game engine	C++	63665	19	5	19
qor	flipcoder/qor	15292870	3D OpenGL Game Engine (C++11 w/ Python scripting)	C++	1551	19	7	19
lesser-panda	pixelpicosean/lesser-panda	39244999	Module based HTML5 game engine.	JavaScript	5992	19	1	19
ocelot	geoffb/ocelot	40637475	Minimalist HTML5 2D game engine	JavaScript	230	19	0	19
Hickory	asivitz/Hickory	22442574	  A practical game engine built in Haskell.	Haskell	39224	19	2	19
lua-pong	adamwiggins/lua-pong	116168	Very simple example of a game engine written in C and game logic written in Lua.	C	81	19	3	19
canvas-prime	ashblue/canvas-prime	2469859	A minimal OOP HTML5 game engine that uses extendable classes for its engine and objects without any libraries.	JavaScript	9666	19	4	19
ImpactJS-Scene-Manager	samgreen/ImpactJS-Scene-Manager	2081758	This is a plugin for the ImpactJS game engine, design to help you more efficiently manage the various scenes within your game.	JavaScript	103	19	3	19
impact-node	roman01la/impact-node	15500527	Node.js CLI for efficient game development with Impact HTML5 game engine	JavaScript	87	19	1	19
UnityPSDLayoutTool	GlitchEnzo/UnityPSDLayoutTool	25337673	A tool used to import a Photoshop Documents (.psd files) into the Unity Game Engine. It can import each layer as separate textures, create Unity 4.3+ Sprites laid out in a scene, and generate an entire prefab with the layout.	C#	841	19	8	19
cage	rlofc/cage	19604099	Cage (Ain't a Game Engine) - write 2D games using plain C	C	1112	19	2	19
glfw-game-engine	danielunderwood/glfw-game-engine	25042511	Game engine using OpenGL	C++	11578	18	4	18
Unity3D	huacyang/Unity3D	9794079	2D Shooting game in 3D game engine	JavaScript	232224	18	29	18
GameCode4	kveratis/GameCode4	9408879	Game Engine Example Framework	null	40584	18	11	18
pge	C-D-Lewis/pge	25715367	Simple looping game engine for Pebble	C	1085	18	8	18
CrazyCream	titman/CrazyCream	16170562	CrazyCream use sparrow game engine.	null	4356	18	7	18
Stratagus	drodin/Stratagus	1234841	A port of Stratagus real-time strategy gaming engine for Android.	C++	188580	18	8	18
yggdrasil	alucard-dracula/yggdrasil	23277242	a cross platform c++ game engine (currently only the server part)	C++	96784	18	11	18
turbine	PistonDevelopers/turbine	44633743	A 3D game engine with built-in editor	Rust	564	18	3	18
BlenderGEResourceKit	mikepan/BlenderGEResourceKit	19087067	A collection of ready-to-use components for the Blender Game Engine	Python	226399	18	9	18
Blender-Destructability-Editor	scorpion81/Blender-Destructability-Editor	2708800	Define how dynamic destruction of blender objects is handled by the game engine	Python	5767	18	4	18
sphere	sphere-group/sphere	7567621	The free, open-source multi-platform game engine Sphere, on GitHub!	C++	2940	18	5	18
PixelizerHX	Beeblerox/PixelizerHX	3863393	HaXe port of Pixelizer game engine	HaXe	1640	18	1	18
run-on-coal	SDraw/run-on-coal	61806457	Simple and light-weight 3D game engine	C++	17827	18	1	18
gamekit	Paratron/gamekit	12167559	Minimal, Promise/A based HTML5 canvas game engine	JavaScript	1966	18	1	18
eve	r-lyeh/eve	17511663	:maple_leaf: ƎVE is a game engine where graphics are low priority. Written in C++11. 	C++	320340	18	1	18
UnityIntelliSenseDocumentation	drostar/UnityIntelliSenseDocumentation	29755093	XML Documentation that enables Intellisense code hints for the Unity game engine libraries.	Batchfile	1034	18	0	18
AVA	r-lyeh/AVA	47322041	A tiny 3D game engine in C++, with C and Lua interfaces. Written in 32 random d̶a̶y̶s̶ m̶o̶n̶t̶h̶s̶ years.	Lua	1453	18	1	18
JavaFX-Game	Tareq-SiSalem/JavaFX-Game	28515148	JavaFx Game - Game Engine	Java	3276	17	9	17
Phoenix3D_2.0	manyxu/Phoenix3D_2.0	4608292	open source 3d game engine	C++	39004	17	9	17
OmniEngine.Net	Winterleaf/OmniEngine.Net	24850943	Official repository for the Omni T3D Game Engine	C#	214031	17	14	17
librgs	ivansafrin/librgs	4115918	Retro game engine	C	426	17	1	17
SplatJS	SplatJS/SplatJS	16365192	A 2d HTML5 Canvas game engine	JavaScript	477	17	5	17
DareEngine	BennyQBD/DareEngine	23395495	thebennybox Game Engine for Ludum Dare	Java	11122	17	7	17
gfx_graphics	PistonDevelopers/gfx_graphics	22761631	A Gfx 2D back-end for the Piston game engine	Rust	636	17	25	17
Cosmosium	rSimulate/Cosmosium	18680853	:earth_americas: js game engine for space-based games	JavaScript	82577	17	8	17
zgameeditor	VilleKrumlinde/zgameeditor	40349509	Minimalistic game engine and IDE	Pascal	35892	17	3	17
sylphis3d	harkal/sylphis3d	12379148	The source code to the Sylphis3D game engine	Python	18456	17	2	17
JFXGen	carldea/JFXGen	4107446	A simple JavaFX game engine.	Java	200	16	14	16
parque	mrallen1/parque	20428913	Erlang trading game engine	Erlang	188	16	4	16
Booty5	mrmop/Booty5	21524946	HTML5 JavaScript game engine that accompanies the Booty5 game editor	JavaScript	15668	16	13	16
dmz	dmzgroup/dmz	89816	The DMZ Platform is a component bases game engine.	C++	9524	16	11	16
pylash_engine	yuehaowang/pylash_engine	41961981	A game engine for python	Python	6889	16	2	16
nimgame	Vladar4/nimgame	4530780	Simple 2D game engine for Nimrod language.	Nimrod	635	16	5	16
enjine	robertkleffner/enjine	1843310	A basic JavaScript game engine for HTML5 compatible browsers.	JavaScript	285	16	5	16
engine	whirlibulf/engine	9886753	An Entity-Component-System Javascript game engine	JavaScript	672	16	4	16
ALPACA	QuinnStephens/ALPACA	2362946	Actionscript LDU Point-And-Click Adventure game engine	ActionScript	2531	16	4	16
luxinia1	pixeljetstream/luxinia1	21788204	engine source code for the luxinia game engine	C	2073	16	4	16
KGLT	Kazade/KGLT	2963310	A general purpose game engine. Under rapid development	C++	61735	16	5	16
planetG.js	SK-Planet-WebTechTeam/planetG.js	25451307	This project contains the commercially-proven HTML5 game engine based on canvas and DOM/GPU for MOBILE devices (Android and iOS)	JavaScript	24489	16	10	16
FunkEngine-Public	eddietree/FunkEngine-Public	15035148	Funky cross-platform game engine used by Funktronic Labs	C	30719	16	3	16
verge3	Bananattack/verge3	672506	Verge 3 is a simple 2D game engine, which lets game makers rapidly develop games in Lua or VergeC.	C	75091	16	9	16
demo-sparrow	jamonholmgren/demo-sparrow	7336963	Attempt at implementing the Sparrow game engine in RubyMotion	Ruby	320	16	2	16
HTML5MapTiles	jaycrossler/HTML5MapTiles	1120812	A Map Tiling game engine that runs in HTML5 + JavaScript, optimized for mobile browsers	JavaScript	5081	16	4	16
Samphire	tdavies/Samphire	3381125	2d game engine using ember	ActionScript	400	16	0	16
uchicago-hvz	kz26/uchicago-hvz	13137628	Official repository for the University of Chicago Humans vs Zombies website and game engine	HTML	3038	16	4	16
qiciengine-core	qiciengine/qiciengine-core	50761166	A free JavaScript game engine library for making HTML5 games.	JavaScript	32749	16	2	16
Harry-Potter-Unity	StefanoFiumara/Harry-Potter-Unity	20752080	A rewrite of my forever-project in the Unity game engine, initially written in Flash Actionscript 3.0.	C#	64488	16	5	16
flaw	quyse/flaw	24906879	FLAW is an experimental game engine in Haskell	C	4768	16	0	16
bbGGPS	teamblubee/bbGGPS	33465753	This is a Google Play Game Services module for the Godot game engine, written by [blubee](http://blubee.me)	Java	128	16	4	16
allegory	dradtke/allegory	20972997	An in-progress game engine based on go-allegro.	Go	1252	16	0	16
xsystem35-nacl	kichikuou/xsystem35-nacl	36594181	Portable Native Client port of the xsystem35 game engine	C	1193	16	0	16
love-texturepacker	abigpotostew/love-texturepacker	15892627	Custom export for TexturePacker for the LÖVE game engine.	Lua	204	16	1	16
RUL_Unity	MStadlmeier/RUL_Unity	21434884	A C# library full of useful tools for randomization in games built with the Unity game engine	C#	740	16	1	16
game-engine-detector	walzer/game-engine-detector	26798100	Automatically detect which game engine is an .apk or .ipa using.	Python	2147	15	13	15
GrapesGameEngineWeb	LighterTeam/GrapesGameEngineWeb	13491231	GrapesGameEngineWeb	Go	11760	15	18	15
cyborus-game-engine	CYBORUS/cyborus-game-engine	2662354	CYBORUS Game Engine	C	621	15	4	15
Samphire-demos	tdavies/Samphire-demos	3381221	Samphire game engine examples	ActionScript	246	15	3	15
CoreEngine3D	MegaJiXiang/CoreEngine3D	2912815	Cross-platform game engine using OpenGL, OpenAL, etc.	C	23243	15	4	15
MMO-Framework	RamilGauss/MMO-Framework	15496543	MMO Framework, Game Engine Tornado, for example World of Tanks clone 	C++	81203	15	7	15
featurea	dmitrykolesnikovich/featurea	64164001	Java 2D game engine for Android and iOS	Java	54169	15	3	15
trial	Shirakumo/trial	54314855	Yet another Common Lisp game engine	Common Lisp	9305	15	0	15
ghostie	orthecreedence/ghostie	6608629	A platformer/2D game engine in CL	Common Lisp	1343	15	1	15
GTGameEngine	mackron/GTGameEngine	3828547	A simple game engine written in C++	C++	102231	15	0	15
Flume2D	MattTuttle/Flume2D	2527873	A game engine made in Java using libgdx (Currently in alpha state, and probably will remain that way)	Java	6776	15	3	15
libnpengine-new	FGRE/libnpengine-new	22442326	Free implementation of Nitroplus/5pb. Visual Novel game engine	C++	163	15	1	15
grass_plugin_4_godot	marcosbitetti/grass_plugin_4_godot	45278748	A plugin to handle huge amount of grass, foliages and other vegetations for Godot Game Engine	GDScript	725	15	2	15
Nexus	tversteeg/Nexus	6249009	Actionscript 3, GPU accelerated 2D game engine using Stage3D	ActionScript	581	15	1	15
easel	aduros/easel	628895	A 2D scene graph and game engine for HTML5 (canvas) in haXe. Easel is intended to feel natural to Flash developers.	HaXe	744	15	0	15
Engen	halogenica/Engen	20717816	Engen is an extremely small (~2000 line) open source C++ 3D game engine specifically designed for cross platform rapid prototyping. It is built on top of the Cinder creative coding framework (libcinder.org), and targets Windows, Mac OSX and iOS.	C++	11716	15	2	15
game_service_system	limingfan2016/game_service_system	60439262	base lib, connect lib, db operator lib, develop frame, and game engine, game frame game service system! 从0开始开发 基础库（配置文件读写、日志、多线程、多进程、锁、对象引用计数、内存池、免锁消息队列、免锁数据缓冲区、进程信号、共享内存、定时器等等基础功能组件），网络库（socket、TCP、UDP、epoll机制、连接自动收发消息等等），数据库操作库（mysql，redis、memcache API 封装可直接调用），开发框架库（消息调度处理、自动连接管理、服务开发、游戏框架、服务间消息收发、消息通信等等），消息中间件服务（不同网络节点间自动传递收发消息）等多个功能组件、服务，最后完成一套完整的服务器引擎，基于该框架引擎可开发任意的网络服务。	C++	200	15	7	15
Javascript-Game-Engine	explodecode/Javascript-Game-Engine	1151212	This is a copy of Jacob Seidelin's Ray Casting engine in Javascript, DOM and Canvas	JavaScript	163	14	3	14
Game-Engine-Testbed	merlinblack/Game-Engine-Testbed	494712	Simple game engine for testing ideas and techniques.  Uses Ogre3d 1.7+, Lua 5.2 and LuaBridge 2.0	C	6402	14	2	14
Wasabi	Hasan-Jawaheri/Wasabi	58489642	Wasabi Vulkan Game Engine	HTML	161626	14	6	14
ViCE	aspidites/ViCE	3343146	Virtual Card Game Engine	Python	16955	14	5	14
Excite-Bike3D	ManojkumarMuralidharan/Excite-Bike3D	4120349	A android based excite bike3D game developed using Unity3D game Engine	C#	431259	14	11	14
Fluff.js	BonsaiDen/Fluff.js	1077733	2D Game Engine using OpenGL and V8.	C++	126	14	2	14
monwarp	monteslu/monwarp	2412450	A simple game engine using HTML5, Javascript and dojo	JavaScript	303	14	3	14
AudioSpectrumGDX	gtomee/AudioSpectrumGDX	5216231	An audio spectrum visualizer using libGDX game engine	Java	3295	14	5	14
Saurobyte	Symphonym/Saurobyte	17995418	Saurobyte - 3D Game engine	C++	49184	14	1	14
BatchEngine	vova616/BatchEngine	14570647	2D Game Engine in D.	D	2574	14	1	14
spice	crockeo/spice	23037050	An FRP-based game engine written in Haskell.	Haskell	508	14	1	14
evangel-playerio	prsolucoes/evangel-playerio	920213	Flash MMO game engine made with AS3, Flashpunk and PlayerIO	ActionScript	4113	14	0	14
Xenon	OldTimes-Software/Xenon	14602233	Xenon is an open-source game engine based on FitzQuake, with heavy modifications that fix several existing bugs and introduce new features.	C++	150070	14	3	14
LuPng	jansol/LuPng	28300105	A small PNG decoder/encoder lib extracted from my game engine, Lunacy.	C	263	14	1	14
ColouredCardDraftingGameEngine	jdgordon/ColouredCardDraftingGameEngine	28772925	Python implementation of 7 wonders base game	Python	170	13	5	13
turso3d	cadaver/turso3d	32465423	Experimental 3D / game engine	C++	3765	13	4	13
opengl_graphics	PistonDevelopers/opengl_graphics	21222277	An OpenGL 2D back-end for the Piston game engine	Rust	709	13	31	13
Ai-Game-Engine	sorakun/Ai-Game-Engine	25260425	愛 - Ai Game Engine	Lua	14112	13	1	13
elation-engine	jbaicoianu/elation-engine	8278185	Elation Javascript Game Engine	JavaScript	5770	13	2	13
axonengine	huangdonghai/axonengine	284181	a 3d game engine	C++	5428	13	3	13
Iris-2D-Project	yuwenhuisama/Iris-2D-Project	21618798	A quick and high quality 2D game engine aimed at happily game creating.	C++	136647	13	5	13
leadwerks-blender-exporter	alrusdi/leadwerks-blender-exporter	19266734	Exporter for geometry, materaials, textures, skeletal animations from Blender to Leadwerks game engine	Python	620	13	7	13
