name	full_name	id	description	language	size	watchers	forks	stargazers_count
RTE-Kit	thisismedium/RTE-Kit	235636	Build your own Rich Text Editor	JavaScript	375	7	3	7
qpad	HouQiming/qpad	55034354	QPad Text Editor	C++	12951	7	1	7
cfwheels-rte-plugin	russjohnson/cfwheels-rte-plugin	527127	Rich Text Editor form helper plugin for CFWheels.	JavaScript	1556	7	3	7
sakura	mocaskr/sakura	20338831	Text editor "sakura"	C++	11082	7	0	7
brackets-twig-syntax-highlighter	adperezmorales/brackets-twig-syntax-highlighter	28782073	Twig syntax highlighter for Brackets text editor	JavaScript	136	7	1	7
groupeditor	kwhinnery/groupeditor	10249597	A group text editor using socket.io and Twilio	JavaScript	4654	7	3	7
language-jsonnet	google/language-jsonnet	43018615	Jsonnet language support for the Atom text editor	CoffeeScript	90	7	2	7
Vim-for-Rails-Developers	alanpeabody/Vim-for-Rails-Developers	940241	Introduction to using Vim as a Ruby On Rails text editor.	null	87	7	3	7
Sublime-Plugins	fxdgear/Sublime-Plugins	1368120	Plugins for Sublime Text editor	Python	121	7	0	7
escape-utils	BrightIT/escape-utils	21325651	An Atom text editor plugin to URL encode/decode text	CoffeeScript	734	7	2	7
texteditor	akshayysharma/texteditor	51849703	Text Editor Application for Windows 7 and above.	C#	614	7	1	7
snake	maxwells/snake	17781955	Snake game for Github's Atom text editor	CoffeeScript	180	7	0	7
LazyTextEdit	Andersbakken/LazyTextEdit	303629	A Qt based text editor that lazily loads data from disk when necessary.	C++	572	7	2	7
coffee-house	atg/coffee-house	101267	A website to manage sugars and themes for the Espresso text editor.	PHP	1484	7	0	7
ofxEditor	darrenmothersele/ofxEditor	14553732	A simple text editor for openFrameworks for live coding. Features multiple text buffers and the ability to define custom commands.	C++	327	7	3	7
wysiwyg-editor-v1	froala/wysiwyg-editor-v1	41638174	A flat designed jQuery WYSIWYG Rich Text Editor based on HTML5.	JavaScript	3264	7	0	7
sublime-text-sidebar-icons	mrliptontea/sublime-text-sidebar-icons	37773063	The collection of file type icons for Sublime Text editor	JavaScript	1701	7	1	7
DeftDraft	zencephalon/DeftDraft	5209317	A text editor that puts revision at your fingertips.	JavaScript	210	7	1	7
ShinyDroplets	shinyfrog/ShinyDroplets	486247	Shiny Droplets are small AppleScript-based applications that integrate with the Finder toolbar to provide fast shortcuts to text editors.	Objective-C	185	7	2	7
pathfinder_open_in_sublime	ramkola/pathfinder_open_in_sublime	7222851	Plugin for Path Finder Mac App - Opens chosen file or folder in Sublime Text Editor (Based on Open in Textmate Plugin)	Objective-C	200	7	2	7
react-editor	fritx/react-editor	48916371	(WIP) Rich-Text Editor that behaves like Tencent QQ's.	JavaScript	44	7	1	7
yocto	akrennmair/yocto	142166	yocto is a minimalistic ncurses-based text editor. It is smaller than pico and nano.	C	152	7	0	7
MomentsApp	aljc/MomentsApp	32881091	Gratitude journal-style iOS app that allows users to create moments using native image and text editors. iPhone and iPad compatible. Find Moments on the App Store today. See: https://github.com/aljc/MomentsApp/blob/master/MarketingMaterials/github-aljc_marketing.pdf	Objective-C	3498	7	2	7
fmpvc	MartinBoswell/fmpvc	37432208	Process FileMaker Pro Advanced's Database Design Report (DDR) to produce textual representations of the design objects for use with version control systems, text editors, etc.	Ruby	472	7	1	7
codelines	returningsam/codelines	56442483	Javascript that generates random lines on an html page that looks like code. Modeled after the the mini-map extension for the Atom text editor	JavaScript	14	7	0	7
rich-text-editor	sproutcore/rich-text-editor	20417179	A rich text editor for SproutCore.	JavaScript	835	6	8	6
texteditor	antonte/texteditor	16419605	text editor	C++	479	6	4	6
DropNotes	MatheusBrum/DropNotes	1998644	A DropBox based text editor	Objective-C	385	6	3	6
linuxgems	kevinthew/linuxgems	8637264	A succinct cheat sheet for newbie linux coders and system administrators, documenting some of the more obscure and useful gems of linux lore. Intended to be viewed in emacs org-mode, or VimOrganizer, though any text editor will suffice.	Shell	60	6	416	6
atom-zenburn	colindean/atom-zenburn	17927572	Zenburn color scheme for Atom text editor	CSS	203	6	6	6
FATE-Another-Text-Editor	Z-Shang/FATE-Another-Text-Editor	48301904	A Text Editor Specialized for Small Touch Screen Devices	JavaScript	2895	6	1	6
SmoothScroll	ricksladkey/SmoothScroll	16423405	Smooth Scrolling for the Visual Studio Text Editor	C#	221	6	3	6
editor	tdryer/editor	17647273	Simple curses-based text editor	Python	128	6	3	6
simple-text	eterevsky/simple-text	16694316	A sample Chrome app: very simple text editor	JavaScript	473	6	5	6
language-graphql	rmosolgo/language-graphql	40733573	GraphQL support for Atom text editor	CoffeeScript	14	6	2	6
d-quill	derbyjs/d-quill	19588861	Derby rich text editor component based on Quill	JavaScript	32	6	4	6
WysiwygImageUpload	gdbhosale/WysiwygImageUpload	14774660	Text Editor with Ajax Image Uploader using Bootstrap & Tiny Wysiwyg	CSS	617	6	4	6
DelphiStyleBookmarks	artkorsun/DelphiStyleBookmarks	6887550	Delphi style bookmarks for Sublime Text Editor	Python	110	6	4	6
quiedit	smathot/quiedit	2037698	Distraction-free, fullscreen text editor	Python	274	6	2	6
custom-editfield	tempelmann/custom-editfield	32188407	Powerful text editor class made in Xojo.	REALbasic	1998	6	3	6
tsunami	AndyMoreland/tsunami	48966341	Typescript IDE for text editors (emacs, vscode)	TypeScript	124	6	2	6
EditorEngine	continuoustests/EditorEngine	2120068	A background engine for integrating with various text editors	C#	2211	6	3	6
atom-simple-align	stevenhauser/atom-simple-align	40447923	Simple multiple cursor alignment for Atom text editor	JavaScript	6	6	2	6
pike-for-sublime	poppa/pike-for-sublime	6719468	Pike syntax definition for the Sublime text editor	Pike	1126	6	2	6
repl-edit	samsonjs/repl-edit	935496	edit Node repl commands with your text editor	JavaScript	121	6	2	6
StudioSync	EgoMoose/StudioSync	52703838	Allows for usage of outside text editors in Roblox studio	Lua	3	6	1	6
InkBar	KeiferMiller/InkBar	2067921	A text editor for android	Java	6872	6	0	6
sublimeText3-Userfiles	aziz/sublimeText3-Userfiles	15499902	My text-editor config files	JavaScript	998	6	0	6
SubLAME	ibito/SubLAME	18981985	A webkit-based text editor using CodeMirror that is not splendid or sublime	JavaScript	3196	6	2	6
vigorsh	kana/vigorsh	52501	vi-like text editor based on Gauche	null	96	6	1	6
Lethe	esbeto/Lethe	3593589	A dark theme for gedit (text-editor)	null	430	6	0	6
mdRichEditor	michaelpwilson/mdRichEditor	46241797	A lightweight rich text editor for Angular Material	JavaScript	1237	6	1	6
nano-win	lhmouse/nano-win	21653131	GNU nano text editor for Windows	C	30088	6	0	6
Quigley	t3rse/Quigley	4983909	Quigley is a HTML5 / Javascript Text Editor	JavaScript	2140	6	1	6
pye	ajbonkoski/pye	10546574	PyE is a modern terminal-based text-editor	C	584	6	1	6
eli	zachwhaley/eli	47435078	A simply made text editor written in C	C	41	6	0	6
textmash	naleksander/textmash	1339797	general purpose text editor with Clojure support	Clojure	1097	6	0	6
MavensMate-Brackets	joeferraro/MavensMate-Brackets	17099117	MavensMate plugin for the Brackets text editor	JavaScript	168	6	1	6
wreditor	WrtApp/wreditor	9182641	Standalone version of the Write.app text editor	JavaScript	2418	6	0	6
atom-dlang	ColdenCullen/atom-dlang	18340791	A d language binding for the Atom text editor.	CoffeeScript	240	6	2	6
angular2-froala-wysiwyg	froala/angular2-froala-wysiwyg	63350161	AngularJS2 bindings for Froala WYSIWYG HTML Rich Text Editor.	TypeScript	780	6	2	6
sublime-text-dev	KaOS-Community-Packages/sublime-text-dev	19010270	Sublime Text is a sophisticated text editor for code, markup and prose.	Shell	5	6	1	6
ace-minimap	rocketinventor/ace-minimap	41615913	A plugin to add a minimap to ace text editor	JavaScript	220	6	1	6
GDScript-Geany	haimat/GDScript-Geany	17349298	GDScript (Godot Engine) filetype spec for the Geany text editor	null	164	6	0	6
iphone-scaffold	mml/iphone-scaffold	192447	minimal Makefile and directory structure to make an iPhone application, fully penetrable with a text editor	Objective-C	77	6	2	6
atom-language-api-blueprint	danielgtaylor/atom-language-api-blueprint	34705237	API Blueprint and MSON grammars for the Atom.io text editor.	CoffeeScript	140	6	0	6
tyreese	lf94/tyreese	26377503	tyreese is a text editor that focuses on simplicity, both in code and execution.	C	128	6	1	6
dfte	d1f/dfte	911586	dFTE is fork of eFTE which is fork of FTE - folding text editor	C++	108	6	0	6
pyedit	pfalcon/pyedit	33772774	Simple text editor widget for Python and MicroPython. Further developed in https://github.com/pfalcon/picotui	Python	208	6	1	6
IC_Edit	cuplv/IC_Edit	44281764	Feature-rich text editor written simply, running efficiently with incremental computation by Adapton	Rust	471	6	0	6
neovim-konsole	harish2704/neovim-konsole	48882194	Wrapper script and config files to use neovim+konsole as a normal gui text editor	Shell	61	6	1	6
AcidCupcakeColourScheme	jsantell/AcidCupcakeColourScheme	1776613	A vibrant, dark and obnoxiously awesome colour scheme for text editors and terminals.	VimL	101	6	1	6
Kaleidoscope.sugar	onecrayon/Kaleidoscope.sugar	9107370	Quickly diff files in Kaleidoscope from the Espresso text editor for Mac OS X	Python	204	6	1	6
Jigger-sugar	onecrayon/Jigger-sugar	6033629	Provides quick color, number, and file URL adjustments for the Espresso text editor on Mac OS X	Objective-C	214	6	0	6
imitation	code-tree/imitation	31596264	Imitation is a plugin for the gedit text editor, that allows the user to edit a document in multiple places simultaneously, to aid repetitive programming tasks.	Python	3517	6	0	6
vala-apps	simargl/vala-apps	35345219	Agatha: PDF Viewer in GTK3 and Poppler,   Dlauncher: Desktop file launcher,   Emendo: Text editor with syntax highlighting,  Taeni: Multi-tabbed terminal emulator based on VTE,  Voyager: Fast and elegant image browser,  WPSet: A simple tool for changing your desktop wallpaper	CMake	1693	6	1	6
code-editor-theme	watsnow/code-editor-theme	2760947	IDE and text editor themes	null	203	5	6	5
SimpleTextEditor	batizhao/SimpleTextEditor	3521486	My Third iOS App.	Objective-C	96	5	1	5
Mono.TextEditor.XWT	aBothe/Mono.TextEditor.XWT	11177036	The MonoDevelop text editor component ported to XWT	C#	692	5	1	5
linden-scripting-language	buildersbrewery/linden-scripting-language	38029987	Linden Scripting Language (LSL) support for your text editor.	CoffeeScript	4804	5	6	5
dotvim	roryokane/dotvim	2162841	My .vim directory; configuration for the Vim text editor.	VimL	583	5	4	5
puppet-atom	tarebyte/puppet-atom	19835161	Boxen module to install Atom, GitHub's text editor	Puppet	164	5	5	5
django-wymeditor	gabrielhurley/django-wymeditor	1621672	A simple Django app that allows you to easily use WYMEditor as your rich text editor for form fields.	JavaScript	241	5	9	5
Legal-Snippets-Sublime	compleatang/Legal-Snippets-Sublime	8334403	Snippets for Creating Legal Documents within Sublime Text Editor.	Python	130	5	3	5
atom-laravel-snippets	nmfzone/atom-laravel-snippets	45286389	Laravel Snippets for Atom Text Editor	CoffeeScript	140	5	1	5
zoinks	mikevoydanoff/zoinks	76964	zoinks text editor	C++	503	5	0	5
jkl	dcbishop/jkl	24525703	Jkl text editor.	Go	400	5	0	5
one	halcat0x15a/one	3956062	online text editor	Clojure	3597	5	0	5
Scribber	senft/Scribber	1823007	A minimalistic text editor.	Python	1011	5	0	5
te	khamidou/te	162925	A minimalistic text editor	C	136	5	0	5
Cluffer	robert-strandh/Cluffer	46842881	General-purpose text-editor buffer.	TeX	506	5	1	5
kent	CodePicnic/kent	60868522	Simple rich text editor	JavaScript	504	5	0	5
bootstrap-lwrte	synyx/bootstrap-lwrte	6279613	Lightweight Rich Text Editor (RTE / WYSIWYG) plugin for jQuery with Bootstrap Look and Feel	JavaScript	220	5	5	5
Markdown	idno/Markdown	31136943	Replaces Known's rich text editor with a markdown editor.	PHP	183	5	2	5
VIM_Themes	VitaminFarmer/VIM_Themes	60120182	Color schemes for the beloved text editor, VIM.	VimL	89	5	2	5
redcar-sparkup	pockata/redcar-sparkup	1691072	Adds Sparkup capabilities to the Redcar text editor	Ruby	18624	5	2	5
AlphaPy	tusharmakkar08/AlphaPy	12298359	Text Editor Made in Python 	Python	396	5	1	5
femto	lambdalisue/femto	8101670	A simple JavaScript Text Editor	CoffeeScript	2806	5	0	5
phoneme-client	dzucconi/phoneme-client	8973979	Simple text editor that calls to the Corrasable API to convert text into it's Arpabet representation	JavaScript	149	5	3	5
Wind-Wheel-Theme-for-Espresso	minimalweb/Wind-Wheel-Theme-for-Espresso	1294592	Syntax Highlighting for Espresso Text Editor	null	220	5	0	5
gmate-editor	lexrupy/gmate-editor	177728	A Plugin based text editor for programmers	null	128	5	0	5
Minerva	admiral0/Minerva	630096	Minerva is a programmer's text editor	C++	2280	5	0	5
textadept_pkg	bingalls/textadept_pkg	1720066	Lite text editor, packaged for various OSes	Shell	84615	5	0	5
kashiki	mitoma/kashiki	18489314	Kashiki is OpenGL base text editor.	Java	9851	5	1	5
scribes	mystilleef/scribes	8989394	simple and slick text editor for GNOME	null	112	5	0	5
sith	wx13/sith	43074400	Console text editor written in go	Go	186	5	1	5
sublime-dev-packages	eduardolundgren/sublime-dev-packages	2125324	Sublime Text Editor 2 developer utils	Python	115	5	1	5
space-block-jumper	aronj/space-block-jumper	17840146	Navigational package for the atom text editor	CoffeeScript	240	5	0	5
pim	chiiph/pim	680885	A python vim/emacs like text editor	Python	160	5	0	5
jQuery.spHtmlEditor	MakingThingsWorkToronto/jQuery.spHtmlEditor	39101777	SharePoint Rich Text Editor jQuery Plugin	JavaScript	7	5	1	5
edbee-lib	edbee/edbee-lib	16339786	QWidget based Text Editor Component for Qt. Multi-caret, Textmate grammar and highlighting support. 	C++	1316	5	3	5
Panopto-Button-for-Atto	Panopto/Panopto-Button-for-Atto	24425688	Panopto Button plugin for Atto rich text editor in moodle, enabling the posting of embedded Panopto video	PHP	37	5	3	5
jedi	wx13/jedi	2614231	A text editor for the unix console	Ruby	978	5	1	5
sqbrowser	cbess/sqbrowser	2362479	SQLite Query Browser for any text editor. Uses wxPython 2.8+	Python	163	5	1	5
SublimePerforce	seanhoughton/SublimePerforce	2593190	A perforce plugin for the Sublime Text editor	Python	96	5	0	5
Smultron	flomac/Smultron	560541	A now unsupported Open Source Text Editor for MAC OS X developed originally by Peter Borg	Objective-C	3440	5	2	5
sublime-online-searcher	rajeshvaya/sublime-online-searcher	20861299	This plugin enables the user to search online right from the sublime text editor. User can search through input, right-clicking the selected text and through general key-bindings.	Python	245	5	3	5
wysihatter	wiseleyb/wysihatter	554831	A plugin for 37signals WysiHat rich text editor	Ruby	132	5	0	5
hodorjs	oltodo/hodorjs	29241958	[WIP] A Javascript Block-Style & Ultra-Structured Text editor	JavaScript	3528	5	0	5
famousst	sun2rise/famousst	23980918	A Famo.us package for Sublime Text editor	JavaScript	204	5	0	5
PerspexEdit	danwalmsley/PerspexEdit	34141537	A text editor for Perspex based off AvalonEdit.	C#	848	5	1	5
BBEdit-Language-Modules	grantneufeld/BBEdit-Language-Modules	810257	Language Modules for the BBEdit text editor on Mac OS X	null	181	5	2	5
Debulhator	antonioforte/Debulhator	2256440	A text editor built with PyQt and Scintilla.	Python	1352	5	1	5
mle	adsr/mle	28325201	a small but powerful console text editor (C)	C	438	5	1	5
blackboard-contrast	miekd/blackboard-contrast	2222278	A more contrasty version of a text-editor theme derived from Blackboard for TextMate.	null	96	5	0	5
power-gedit	shiloa/power-gedit	184301	collection of themes, plugins, snippets and language files to supercharge gedit text editor for gnome	Python	404	5	1	5
red	XMPPwocky/red	20067902	Text editor in Rust. Heavy vim influences, designed with the MVC pattern for flexibility.	Rust	248	5	0	5
newlisp-sublime-text-2-package	cormullion/newlisp-sublime-text-2-package	2505644	first attempt at a newLISP package for the Sublime Text 2 text editor	null	117	5	0	5
terminal-editor-helpers	benspaulding/terminal-editor-helpers	3476087	A collection of helper scripts for using popular Mac text editors as your terminal EDITOR.	Shell	91	5	0	5
scroll-searcher	Aakash1312/scroll-searcher	48749102	A package for Atom text editor to display find-and-replace markers on scrollbar 	CoffeeScript	658	5	1	5
ICSharpCode.TextEditorEx	StefH/ICSharpCode.TextEditorEx	22696856	Extended version based on ICSharpCode.TextEditor which support Search/Replace and Goto	C#	1306	4	7	4
text-editor	tovic/text-editor	16975240	A text selection range API written in pure JavaScript, for modern browsers.	HTML	125	4	2	4
AndroidTextEditor	nallagsoc/AndroidTextEditor	24841219	Android Text Editor	Java	250	4	4	4
cloud-text-editor	vinodc/cloud-text-editor	18422410	A simple example app using the Kloudless SDK to store files to cloud storage.	Python	244	4	2	4
nektechTextEditor	NEKTech-Labs/nektechTextEditor	32737104	Text Editor Example using QT, C++ and QML	C++	148	4	3	4
e	eklitzke/e	3369197	A text editor.	Python	855	4	3	4
moodle-editor_atto	damyon/moodle-editor_atto	13764447	Atto text editor for Moodle	PHP	445	4	6	4
text-zipper	jtdaugherty/text-zipper	38845196	A text editor zipper libary	Haskell	26	4	4	4
elm-text-editor	wetmore/elm-text-editor	35472098	Simple modal text editor in Elm	Elm	176	4	1	4
collaborative-text-editor	mazubieta/collaborative-text-editor	2489446	UNO CSCI 4210 Software Engineering	Java	859	4	0	4
Lisp-Text-Editor	dradtke/Lisp-Text-Editor	3456096		Common Lisp	4364	4	0	4
Script-Text-Editor	xupefei/Script-Text-Editor	4421331		C#	524	4	0	4
KotlinTextEditor	chemickypes/KotlinTextEditor	58318775	Simple Text Editor developed using Kotlin programming language	Kotlin	218	4	0	4
textile_editor	remear/textile_editor	1084126		Ruby	125	4	1	4
atom-text-editor-exercise	atom/atom-text-editor-exercise	30626445	Exercise the atom-text-editor HTML in a pane item. Explore usage for packages	CoffeeScript	115	4	2	4
yi-language	yi-editor/yi-language	23301506	Collection of lexers used by the Yi text editor.	Haskell	98	4	8	4
tinymce	leanote/tinymce	43039706	Tinymce Rich Text Editor For Leanote http://leanote.org	JavaScript	2413	4	6	4
LetterBrush	incompl/LetterBrush	2357995	Text editor for drawing, not typing.	JavaScript	218	4	3	4
jSecureEdit	mrclay/jSecureEdit	1639317	Java desktop encrypted text editor (crude proof-of-concept)	Java	180	4	8	4
ePad	JeffHoogland/ePad	17792579	A simple text editor written in python and elementary	Python	282	4	7	4
NotePad	edward344/NotePad	31078345	A simple text editor for python	Python	20	4	4	4
xkcd-comics	peduxe/xkcd-comics	39559233	View xkcd comics from Atom text editor	JavaScript	20	4	6	4
ace.modx	manse/ace.modx	6168866	Add a rich text editor ACE for MODX Evo.	JavaScript	705	4	4	4
steno	NdYAG/steno	41618153	Rich Text Editor	JavaScript	182	4	1	4
TypeAhead	alvinj/TypeAhead	19464344	A type-ahead, predictive text editor, written in Java	Java	388	4	8	4
scribe	jmacdonald/scribe	29223054	Text editor components	Rust	193	4	0	4
NimKate	PhilipWitte/NimKate	20345203	Nimrod programming language support for Kate text editor.	JavaScript	260	4	3	4
AutoHotkey-Editors	ahkscript/AutoHotkey-Editors	30263504	AutoHotkey Syntax Highlighting for text editors	AutoHotkey	162	4	2	4
Flex-4-Rich-Text-Editor	tzehon/Flex-4-Rich-Text-Editor	2048305		JavaScript	6604	4	0	4
TheWindWaker_Text_Editor	Sage-of-Mirrors/TheWindWaker_Text_Editor	45942644	A text and font color editor for The Legend of Zelda: The Wind Waker written by Sage of Mirrors/Gamma.	C#	40	4	0	4
atom-text-editor-useful-packages	ozluy/atom-text-editor-useful-packages	54623818	some useful atom text editor packages 	null	2	4	1	4
atom-opencl	podgib/atom-opencl	18837114	OpenCL language support for Atom text editor	CoffeeScript	36	4	2	4
PyEdit	AwwCookies/PyEdit	11921191	A really basic python text editor with syntax highlighting	Python	90	4	2	4
migzing	devmaestro/migzing	25525352	Android Rich Text Editor	Java	3392	4	0	4
delimit	Kazade/delimit	17509416	An opinionated text editor	C++	513	4	1	4
sublime-iRules	billchurch/sublime-iRules	19616418	iRules Syntax Highlighting for Sublime Text Editor http://www.sublimetext.com	JavaScript	155	4	3	4
atom-rivescript	aichaos/atom-rivescript	46758321	Syntax highlighting for RiveScript in the Atom text editor.	CoffeeScript	70	4	3	4
oneteam-rte	oneteam-dev/oneteam-rte	56668458	Oneteam Rich text editor	JavaScript	164	4	0	4
cleditor-angularjs	victorca/cleditor-angularjs	16957189	Angularjs Directive to work with the jquery plugin CLEditor to rich text editor.	null	356	4	4	4
Sublime-Text-DocBook-XML-Snippets	ddri/Sublime-Text-DocBook-XML-Snippets	3990693	A collection of DocBook XML snippets for the Sublime Text editor. 	JavaScript	753	4	3	4
notes	davsket/notes	3184326	ultra basic text editor	JavaScript	2620	4	0	4
SuperpowersHTML5_TextEditorTheme_IVYSAUR	StuffBySpencer/SuperpowersHTML5_TextEditorTheme_IVYSAUR	51691398	A simple dark color-theme for the SuperpowersHTML5 game engine text editor	CSS	8	4	0	4
fxite	yetanothergeek/fxite	1037163	The Free Extensible Text Editor	C++	5655	4	1	4
SpiffGtkWidgets	knipknap/SpiffGtkWidgets	1064910	A collection of GTK widgets, including a calendar and a text editor	Python	420	4	2	4
nemo	karamfd/nemo	40766473	Dark Theme For Brackets Text Editor	CSS	1799	4	0	4
Transcriptions	soleil-alpin/Transcriptions	51823266	A rtf-text editor optimized for fast manual transcription of audio- or video material on the Mac.	Objective-C	3871	4	4	4
ajure	onlyafly/ajure	2630326	Programmers' text editor in Clojure	Clojure	26648	4	0	4
cmsplugin-simple-gallery	chmeliuk/cmsplugin-simple-gallery	4106221	Simple gallery plugin for django cms. enabled in text editor.	Python	101	4	2	4
dred	dr-soft/dred	63646546	A fast, ultra lightweight text editor.	C	2313	4	0	4
atom-printer	postcasio/atom-printer	30940363	Print from the Atom text editor	CoffeeScript	144	4	4	4
justinemacs	jart/justinemacs	3106213	My emacs24 text editor configuration	Emacs Lisp	291	4	1	4
jshint.chocmixin	derekr/jshint.chocmixin	5581178	A mixin for the Chocolat text editor that provides jshint features.	JavaScript	241	4	2	4
komodo-morekomodo	dafizilla/komodo-morekomodo	2547197	MoreKomodo adds some features useful for text editor users and developers.	JavaScript	291	4	2	4
themegen	atg/themegen	914108	A text editor theme generator	JavaScript	1080	4	0	4
mad	aktowns/mad	30137531	a ruby based terminal text editor	Ruby	1860	4	0	4
gutenborg	gcr/gutenborg	103762	Web-based collaborative text editor	JavaScript	652	4	0	4
Soroban	RyanBurnside/Soroban	27911090	A simple soroban (Japanese abacus) for your Emacs text editor	Emacs Lisp	160	4	0	4
as3rte	myjerry/as3rte	2004609	Rich text editor for Adobe AIR applications	ActionScript	120	4	0	4
Jail	JAChapmanII/Jail	1493394	A "for learning" keymap-able text editor inspired by vim	C++	4139	4	0	4
cknw-editor	insolite/cknw-editor	14509020	node-webkit + CKEditor based WYSIWYG specialized text editor	JavaScript	66172	4	1	4
wxEditor	mengqvist/wxEditor	13258163	A barebones gui text editor. Written in python, using wxWidgets.	Python	204	4	1	4
tide-sublime	wass3r/tide-sublime	7515757	TideSDK API autocompletion for Sublime Text editor	null	147	4	1	4
FwText	joaoneto/FwText	7523695	DEPRECATED DON'T USE - Free WYSIWYG text editor jQuery Plugin.	JavaScript	276	4	1	4
alignequals.chocmixin	inadarei/alignequals.chocmixin	16246616	Equal Sign Aligner Mixin for Chocolat Text Editor	null	152	4	0	4
gogala	gophergala/gogala	29736832	An online text editor with chat and multi user features - don't ask why the repo is tagged as JavaScript ?¿ 	JavaScript	2872	4	3	4
hellfire	odkq/hellfire	6849649	text editor for the terminal written in python, with 2048!	Python	452	4	0	4
xvi	martinwguy/xvi	9187966	xvi, a portable multi-file text editor	C	4498	4	0	4
rich-text-area	seanhess/rich-text-area	62965	A refactor of Flex's Rich Text Editor	ActionScript	88	4	1	4
dockerletion	wingyplus/dockerletion	41243341	A autocompletion docker instructions for Atom text editor	CoffeeScript	3	4	0	4
HTML5Canvas.sugar	emin/HTML5Canvas.sugar	3843080	HTML5 Canvas sugar for Espresso Text Editor	null	108	4	0	4
chocolat-solarized	kenips/chocolat-solarized	2743817	Solarized theme for Fileability's Chocolat text editor	null	88	4	0	4
codemirror-element	dartlab/codemirror-element	30127746	Polymer element wrapping the CodeMirror text editor.	Dart	1944	4	1	4
wrote-old	hf/wrote-old	3148788	Minimal text editor that lets you just write.	Vala	4225	4	1	4
codex	ccbrown/codex	19752016	A light-weight programmer's text editor.	Objective-C	1992	4	1	4
AkelPad_coder	Infocatcher/AkelPad_coder	5714914	Syntax themes for AkelPad text editor with Coder plugin	HTML	468	4	0	4
megadraft-related-articles-plugin	globocom/megadraft-related-articles-plugin	62244171	Related articles plugin for Megadraft text editor	JavaScript	25	4	0	4
vue-gdrive	tralves/vue-gdrive	64715345	VueJS text editor with Google Drive integration	JavaScript	2812	4	0	4
ExCo	matkuki/ExCo	46371518	Extensible GUI text editor written in Python	Python	1799	4	0	4
FullscreenWriter	reinerspass/FullscreenWriter	2169256	Really simple fullscreen text editor like all the other very simple text editors with fullscreen support. But it is free!	C	27952	4	0	4
love-edit	finnoleary/love-edit	24407615	A modular text editor in Love2D/lua. /Fully/ (Emacs level) programmable with lua.	Lua	652	4	0	4
NoteLiner	NathanLaan/NoteLiner	8472627	Windows based text editor that uses a kind of outliner style of editing.	C#	2796	4	0	4
mimsy	jesse99/mimsy	7104057	Mac OS X text editor that doubles as a light-weight IDE.	Objective-C	1994	4	0	4
atom-xml-tools	DotJoshJohnson/atom-xml-tools	34765562	A collection of essential XML utilities for the Atom text editor.	CoffeeScript	164	4	1	4
scratchedit	LouCypher/scratchedit	5235926	Scratchpad Editor - Enables you to use external text editor with Firefox Scratchpad.	JavaScript	256	4	0	4
mephisto_tinymce	carter/mephisto_tinymce	55646	Adds TinyMCE WYSIWYG rich text editor to Mephisto Article Edit Page	Ruby	315	4	1	4
bpy_externall	zeffii/bpy_externall	46135048	execute scripts in a running Blender session from any decent text editor.	Python	28	4	1	4
pinned-tabs-for-atom	ericcornelissen/pinned-tabs-for-atom	48334489	A package for the Atom text editor that allows you to pin tabs.	CoffeeScript	480	4	1	4
gedit_gherkin	teacup-on-rockingchair/gedit_gherkin	981434	Cucumber's Gherkin syntax for the gEdit text editor and any other gtksourceview based editor	Ruby	216	4	0	4
textor	Houfeng/textor	16473884	This is a very cool text editor, not a IDE, Only 3s to start using.	HTML	4768	4	1	4
brackets-codecademy-theme	unsyllable/brackets-codecademy-theme	46902178	Theme inspired and created for Brackets.io "a popular open source text-editor" by Adobe.	CSS	1181	4	0	4
django-richtextfield	jaap3/django-richtextfield	24059681	A Django model field and widget that renders a customizable WYSIWYG/rich text editor	Python	49	4	1	4
lestle-theme-collection	lewislepton/lestle-theme-collection	48449020	collection of my theme [for different text editor/IDE] i use in day to day life	CSS	1350	4	0	4
jQuery-RTE	kamranayub/jQuery-RTE	1253249	Modified version of Batiste Bieler's rich text editor plugin. Super lightweight and modified to work with ASP.NET Web Forms.	JavaScript	116	4	1	4
Live-CSS-Mod	individuo7/Live-CSS-Mod	3527015	Chrome Extension that modify the HTML/CSS/JS code from your favorite text editor and it'll automatically refresh your web browser to see the changes.	JavaScript	215	4	0	4
ListPad	jashp/ListPad	5322060	An open-source text editor for Android where lines can be easily added, deleted, reordered and modified. Features include browsing the file-system, bookmarking files and managing recent files. A couple thousand downloads and 4+ stars on Google Play.	Java	780	4	0	4
TextEditor	jamesguoxin/TextEditor	47975543	Coursera Java Specialisation Project Two	Java	2171	3	5	3
TextEditor	surajgautam/TextEditor	61993835	null	Java	27	3	3	3
kissy-editor	hotoo/kissy-editor	887870	KISSY Rich-Text Editor	JavaScript	1724	3	8	3
Zawgyi-Web-Text-Editor	saturngod/Zawgyi-Web-Text-Editor	3784546	webtexteditor zawgyi version	JavaScript	976	3	3	3
TextEditor-Qt	dareTake/TextEditor-Qt	4429168	texteditor using Qt	C++	99	3	2	3
editor	tomsmeding/editor	48890112	My own text editor	C++	102	3	5	3
TextEditor	Luckygirlllll/TextEditor	45940812	This is very cool TextEditor	Java	2762	3	0	3
TextEditor	d-kami/TextEditor	1820470	My TextEditor for Android	Java	104	3	0	3
TextEditor	mparker11/TextEditor	1837586	Simple text editor 	C#	120	3	0	3
